Joshua Project People Group Data

ROL3,Language,Status,NbrPGICs,JPScale,LeastReached,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion
gdk,Gadang,L,1,4,N,0,,,,N,N,,6,Islam
gad,Gaddang,L,1,5,N,2,,,,N,Y,,1,Christianity
gbk,Gaddi,L,9,1,Y,4,,2017,Yes,N,Y,,5,Hinduism
ged,Gade,L,1,4,N,2,,,,N,Y,,1,Christianity
gdh,Gadjerawang,N,,,N,0,,,,N,N,,,
gaj,Gadsup,L,1,5,N,4,,1981,1968,Y,Y,,1,Christianity
gag,Gagauz,L,7,4,N,4,,2006,1927-1996,Y,N,,1,Christianity
bfu,Gahri,L,4,1,Y,3,,,1911-1923,N,Y,,2,Buddhism
gbf,Gaikundi,L,1,5,N,3,,,1978,N,Y,,1,Christianity
gic,Gail,N,,,N,0,,,,N,N,,,
gcn,Gaina,L,1,5,N,1,,,,N,Y,,1,Christianity
gap,Gal,L,1,5,N,1,,,,N,N,,1,Christianity
glo,Galambu,L,1,2,N,1,,,,N,Y,,6,Islam
gbi,Galela,L,1,4,N,4,,2002,1990-2000,Y,Y,,6,Islam
gar,Galeya,L,1,5,N,1,,,,N,Y,,1,Christianity
glg,Galician,L,6,3,N,5,1989-1992,1974-1980,1861-1967,Y,Y,,1,Christianity
gal,Galolen,L,3,4,N,1,,,,N,N,,1,Christianity
bmp,Gamane,L,1,5,N,1,,,,N,N,,1,Christianity
kld,Gamilaraay,N,,,N,0,,,,N,N,,,
gbl,Gamit,L,1,3,N,4,,1982,1975,Y,Y,,5,Hinduism
gak,Gamkonora,L,1,4,N,1,,,,N,N,,6,Islam
gmv,Gamo,L,1,5,N,4,,2011,Yes,Y,Y,439,1,Christianity
bte,Gamo-Ningi,N,,,N,0,,,,N,Y,,,
gnk,Gana,L,1,4,N,2,,,,N,Y,,4,"Ethnic Religions"
gnq,Gana,N,1,4,N,0,,,,N,N,,4,"Ethnic Religions"
gne,Ganang,L,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
lug,Ganda,L,5,5,N,5,1896-2006,1893-1993,1887-1953,Y,Y,lug,1,Christianity
gzn,Gane,L,1,1,Y,1,,,,N,N,,6,Islam
gcd,Ganggalida,N,,,N,0,,,,N,Y,,,
ggl,Ganglau,L,1,5,N,1,,,,N,N,,1,Christianity
gnb,Gangte,L,36,3,N,5,1991,1959,1952-1955,N,Y,1013,1,Christianity
gao,Gants,L,1,5,N,1,,,,N,N,,1,Christianity
gza,Ganza,L,2,4,N,1,,,,N,N,,4,"Ethnic Religions"
gnz,Ganzi,L,1,4,N,1,,,,N,N,,1,Christianity
gga,Gao,L,1,5,N,3,,,2013,N,Y,,1,Christianity
pwg,Gapapaiwa,L,1,5,N,4,,2009,1991-2001,N,Y,1180,1,Christianity
gas,"Garasia, Adiwasi",L,1,1,Y,4,,2017,1987,Y,Y,,5,Hinduism
gra,"Garasia, Rajput",L,,,N,4,,2009,1998,Y,Y,,,
gbm,Garhwali,L,345,1,Y,4,,1827-1994,1876-1966,Y,Y,,5,Hinduism
cab,Garifuna,L,6,4,N,5,2002,1983-2000,1847-1968,Y,Y,521,1,Christianity
grt,Garo,L,73,3,N,5,1924-1994,1894-1987,1887-2003,Y,Y,,1,Christianity
gex,Garre,L,2,1,Y,1,,,,N,N,,6,Islam
wrk,Garrwa,N,1,5,N,4,,Yes,1983-1991,N,Y,1372,4,"Ethnic Religions"
gyb,Garus,L,1,5,N,1,,,,N,N,,1,Christianity
gaq,Gata',L,1,1,Y,0,,,,N,Y,,5,Hinduism
dmc,Gavak,L,1,5,N,1,,,,N,N,,1,Christianity
gou,Gavar,L,1,2,N,2,,,,N,Y,,6,Islam
gvo,"Gaviao do Jiparana",L,1,2,N,3,,,1988,Y,Y,,4,"Ethnic Religions"
gvp,"Gaviao, Para",L,3,4,N,0,,,,N,Y,,4,"Ethnic Religions"
gwt,Gawar-Bati,L,1,1,Y,1,,,,N,Y,,6,Islam
gyl,Gayil,L,1,5,N,2,,,,N,N,,1,Christianity
gay,Gayo,L,1,1,Y,0,,,,N,N,,6,Islam
gzi,Gazi,L,1,1,Y,0,,,,N,N,,6,Islam
gbr,Gbagyi,L,1,4,N,4,,1956,1913-1938,Y,Y,gbr,4,"Ethnic Religions"
ggu,Gban,L,1,2,N,4,,1998-1999,1970,Y,Y,,4,"Ethnic Religions"
gbv,Gbanu,L,1,5,N,3,,,1932-1939,N,Y,,1,Christianity
gbg,Gbanziri,L,2,5,N,2,,,,N,Y,,4,"Ethnic Religions"
gby,Gbari,L,1,4,N,3,,,1925-2011,Y,Y,,4,"Ethnic Religions"
krs,Gbaya,L,4,4,N,4,,Yes,2003–2014,Y,Y,,6,Islam
gya,"Gbaya, Northwest",L,6,5,N,5,1995–2011,1968-1982,1933-1975,Y,Y,868,1,Christianity
gso,"Gbaya, Southwest",L,1,5,N,4,,2005,1980,Y,N,gso,1,Christianity
gbp,Gbaya-Bossangoa,L,2,5,N,3,,,1934-2002,Y,N,,1,Christianity
gbq,Gbaya-Bozoum,L,1,5,N,2,,,,N,N,,1,Christianity
gmm,Gbaya-Mbodomo,L,1,3,N,3,,,1980,N,Y,,1,Christianity
gyg,Gbayi,L,1,5,N,1,,,,N,N,,1,Christianity
ayb,"Gbe, Ayizo",L,1,4,N,1,,,,N,Y,,1,Christianity
cib,"Gbe, Ci",L,1,4,N,2,,,,N,Y,,1,Christianity
gbh,"Gbe, Defi",L,1,4,N,2,,,,N,Y,,1,Christianity
gbx,"Gbe, Eastern Xwla",L,1,4,N,2,,,,N,N,,4,"Ethnic Religions"
gbs,"Gbe, Gbesi",L,1,2,N,2,,,,N,N,,4,"Ethnic Religions"
kqk,"Gbe, Kotafon",L,1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
mxl,"Gbe, Maxi",L,2,4,N,2,,,,N,Y,,4,"Ethnic Religions"
sxw,"Gbe, Saxwe",L,1,5,N,3,,,2014,Y,Y,,1,Christianity
tfi,"Gbe, Tofin",L,1,4,N,2,,,,N,Y,,4,"Ethnic Religions"
wci,"Gbe, Waci",L,2,4,N,2,,,,N,Y,,4,"Ethnic Religions"
wem,"Gbe, Weme",L,1,4,N,2,,,,N,Y,,4,"Ethnic Religions"
xwl,"Gbe, Western Xwla",L,2,4,N,1,,,,N,Y,,4,"Ethnic Religions"
xwe,"Gbe, Xwela",L,1,2,N,2,,,,N,Y,,4,"Ethnic Religions"
ggb,Gbii,L,1,4,N,2,,,,N,Y,,4,"Ethnic Religions"
diu,Gciriku,L,3,5,N,4,,1988,1979-1985,N,Y,,1,Christianity
hmj,Ge,L,1,1,Y,3,,,1937,Y,Y,,4,"Ethnic Religions"
gei,Gebe,L,1,4,N,1,,,,N,N,,6,Islam
gdd,Gedaged,L,1,5,N,4,,1960,1925-1935,Y,Y,,1,Christianity
drs,Gedeo,L,1,5,N,4,,1986,1980,Y,Y,,1,Christianity
gez,Geez,N,,,N,5,1918,1549,1513,N,N,,,
gji,Geji,L,1,1,Y,3,,,2012,Y,Y,,6,Islam
nlg,Gela,L,1,5,N,4,,1923–2015,1879-1971,Y,Y,nlg,1,Christianity
giq,"Gelao, Green",N,2,4,N,0,,,,N,N,,4,"Ethnic Religions"
gir,"Gelao, Red",L,,,N,0,,,,N,Y,,,
geq,Geme,L,1,5,N,1,,,,N,N,,1,Christianity
gej,Gen,L,2,5,N,5,2014,1962,1920-1994,Y,Y,,1,Christianity
gaf,Gende,L,1,5,N,2,,,,N,Y,,1,Christianity
geg,Gengle,L,1,1,Y,1,,,,N,Y,,4,"Ethnic Religions"
kat,Georgian,L,27,3,N,5,1743-2002,1709-1993,1709-1982,Y,Y,,1,Christianity
ygp,Gepo,L,2,1,Y,3,,,1913,N,N,,4,"Ethnic Religions"
gew,Gera,L,1,1,Y,1,,,,N,Y,,6,Islam
gsg,"German Sign Language",L,1,,N,3,,,1998,N,N,,1,Christianity
gct,"German, Colonia Tovar",L,1,3,N,0,,,,N,N,,1,Christianity
pdc,"German, Pennsylvania",L,2,4,N,5,2013,1994-2002,1955-1977,N,Y,pdc,1,Christianity
deu,"German, Standard",L,89,4,N,5,1466-2016,1522-1983,1522-1987,Y,Y,157,1,Christianity
gsw,"German, Swiss",L,18,4,N,5,1531-2007,1984-2011,1936-1986,N,Y,,1,Christianity
gea,Geruma,L,1,1,Y,0,,,,N,Y,,6,Islam
ges,Geser-Gorom,L,1,2,N,1,,,,N,N,,6,Islam
gha,Ghadames,L,1,1,Y,1,,,,N,N,,6,Islam
ghh,"Ghale, Northern",L,,,N,1,,,,N,N,,,
ghe,"Ghale, Southern",L,1,2,N,4,,1992,1977,N,Y,ghe,2,Buddhism
gpe,"Ghanaian Pidgin English",L,,,N,1,,,,N,N,,,
gse,"Ghanaian Sign Language",L,1,,N,3,,,2011–2014,N,N,,1,Christianity
gds,"Ghandruk Sign Language",N,,,N,0,,,,N,N,,,
ghn,Ghanongga,L,1,5,N,2,,,,N,Y,,1,Christianity
gri,Ghari,L,1,5,N,5,1998,1989,1905-1985,N,Y,,1,Christianity
bmk,Ghayavi,L,1,5,N,3,,,2009,N,Y,1102,1,Christianity
ghr,Ghera,L,3,1,Y,1,,,,N,Y,,6,Islam
gdo,Ghodoberi,L,1,1,Y,0,,,,N,N,,6,Islam
bbj,Ghomala,L,2,4,N,4,,2002,1964,Y,Y,907,1,Christianity
gho,Ghomara,L,1,1,Y,0,,,,N,N,,6,Islam
aaa,Ghotuo,L,1,4,N,3,,,Yes,Y,Y,,4,"Ethnic Religions"
ghl,Ghulfan,L,1,1,Y,0,,,,N,Y,,6,Islam
bgi,Giangan,L,1,5,N,0,,,,N,Y,,4,"Ethnic Religions"
gib,Gibanawa,N,,,N,0,,,,N,N,,,
cuh,Gichuka,L,1,5,N,3,,,2016,Y,N,,4,"Ethnic Religions"
gid,Gidar,L,2,4,N,4,,1986,1973-1978,N,Y,1120,6,Islam
kks,Giiwo,L,1,4,N,1,,,,N,Y,,6,Islam
kik,Gikuyu,L,6,5,N,5,1951-1965,1926-1994,1903-1964,Y,Y,1202,1,Christianity
acd,Gikyode,L,1,2,N,4,,2001,1986-1988,Y,Y,acd,4,"Ethnic Religions"
glk,Gilaki,L,2,1,Y,3,,,2012,Y,Y,1094,6,Islam
gix,Gilima,L,1,5,N,2,,,,N,N,,1,Christianity
niv,Gilyak,N,2,2,N,0,,,,N,N,,4,"Ethnic Religions"
gim,Gimi,L,1,5,N,4,,1994,1974-1985,N,Y,,1,Christianity
gip,Gimi,L,1,5,N,4,,2000,1992,N,Y,,1,Christianity
kmp,Gimme,L,1,2,N,1,,,,N,Y,,6,Islam
gmn,Gimnime,L,1,2,N,1,,,,N,N,,6,Islam
gnm,Ginuman,L,1,5,N,1,,,,N,Y,,1,Christianity
ayg,Ginyanga,L,1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
bbr,Girawa,L,1,5,N,4,,1995,1987,N,Y,982,1,Christianity
gih,Githabul,N,,,N,0,,,,N,N,,,
ggt,Gitua,L,1,5,N,1,,,,N,N,,1,Christianity
git,Gitxsan,L,1,4,N,3,,,1906,N,Y,,1,Christianity
giz,Giziga,L,1,1,Y,5,2011,1996,1988,Y,Y,550,4,"Ethnic Religions"
gis,"Giziga, North",L,1,4,N,5,2010,Yes,Yes,N,Y,,1,Christianity
tof,Gizrra,L,1,5,N,3,,,2002-2010,N,Y,,1,Christianity
glr,Glaro-Twabo,L,2,4,N,2,,,,N,Y,,1,Christianity
glw,Glavda,L,2,4,N,3,,,1967,Y,Y,,4,"Ethnic Religions"
oub,Glio-Oubi,L,2,4,N,1,,,,N,Y,,4,"Ethnic Religions"
gnu,Gnau,L,1,5,N,1,,,,N,Y,,1,Christianity
gig,Goaria,L,9,1,Y,1,,,,N,N,,6,Islam
goi,Gobasi,L,1,5,N,2,,,,N,N,,1,Christianity
gox,Gobu,L,2,5,N,2,,,,N,Y,,1,Christianity
god,Godie,L,1,4,N,3,,,1977,Y,Y,,1,Christianity
gdx,Godwari,L,,,N,1,,,,N,Y,,,
ank,Goemai,L,1,3,N,3,,,2009,Y,Y,,1,Christianity
gof,Gofa,L,1,5,N,4,,2011,Yes,Y,Y,435,1,Christianity
gog,Gogo,L,1,5,N,5,1962-2002,1899-1993,1886-1996,Y,Y,,1,Christianity
ggw,Gogodala,L,1,5,N,4,,1981,1942-1988,N,Y,,1,Christianity
gkn,Gokana,L,1,5,N,4,,1996-2011,1993,Y,Y,,1,Christianity
gol,Gola,L,2,1,Y,4,,Yes,Yes,Y,Y,,6,Islam
gvf,Golin,L,2,5,N,4,,1980,1969-1970,Y,Y,940,1,Christianity
lja,Golpa,N,,,N,0,,,,N,N,,,
wsg,"Gondi, Adilabad",L,34,1,Y,4,,2018,1962,Y,N,,5,Hinduism
esg,"Gondi, Aheri",L,37,1,Y,3,,,1962,Y,Y,,5,Hinduism
gno,"Gondi, Northern",L,119,1,Y,4,,1996,1872-1987,Y,Y,,5,Hinduism
goo,"Gone Dau",L,1,5,N,1,,,,N,N,,1,Christianity
goe,Gongduk,L,1,1,Y,1,,,,N,N,,2,Buddhism
gjn,Gonja,L,1,1,Y,5,2016,1984,1967-2008,Y,Y,gjn,6,Islam
ddi,"Goodenough, West",L,1,5,N,2,,,,N,Y,,1,Christianity
gni,Gooniyandi,N,1,3,N,0,,,,N,Y,,1,Christianity
gqr,Gor,L,1,4,N,4,,2014,Yes,N,Y,1173,1,Christianity
goc,Gorakor,L,1,5,N,1,,,,N,N,,1,Christianity
goq,Gorap,L,1,4,N,0,,,,N,N,,4,"Ethnic Religions"
gor,Gorontalo,L,2,1,Y,4,,2000,1993,Y,Y,,6,Islam
grq,Gorovu,N,,,N,0,,,,N,N,,,
gow,Gorowa,L,1,4,N,1,,,,N,Y,,1,Christianity
goy,Goundo,N,,,N,0,,,,N,N,,,
gux,Gourmanchema,L,5,4,N,5,2005,1958-1990,1947-2016,Y,Y,,4,"Ethnic Religions"
goj,Gowlan,L,,,N,0,,,,N,Y,,,
gok,Gowli,L,,,N,4,,2017,Yes,N,Y,,,
gwf,Gowro,L,4,1,Y,1,,,,N,N,,6,Islam
goz,Gozarkhani,L,,,N,0,,,,N,Y,,,
nli,Grangali,L,1,1,Y,0,,,,N,Y,,6,Islam
gac,"Great Andamanese, Mixed",N,,,N,4,,1877,Yes,N,N,,,
gry,"Grebo, Barclayville",L,1,5,N,1,,,,N,Y,,1,Christianity
grv,"Grebo, Central",L,1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
gec,"Grebo, Gboloo",L,1,4,N,4,,Yes,Yes,N,Y,,4,"Ethnic Religions"
gbo,"Grebo, Northern",L,3,4,N,4,,1989,1838-1987,Y,Y,,1,Christianity
grj,"Grebo, Southern",L,2,5,N,1,,,,N,Y,,1,Christianity
ell,Greek,L,80,3,N,5,1840-1994,1638-1989,1547-1949,Y,Y,423,1,Christianity
gss,"Greek Sign Language",L,1,,N,1,,,,N,N,,1,Christianity
kal,Greenlandic,L,2,4,N,5,1900,1991,1744-1985,Y,Y,,1,Christianity
gcl,"Grenadian Creole English",L,2,5,N,1,,,,N,N,,1,Christianity
grs,Gresi,N,1,4,N,0,,,,N,Y,,4,"Ethnic Religions"
gro,Groma,L,2,1,Y,1,,,,N,Y,,2,Buddhism
gos,Gronings,L,1,4,N,5,1987,Yes,1955-1956,N,N,,1,Christianity
ats,"Gros Ventre",N,,,N,0,,,,N,Y,,,
gwx,Gua,L,1,5,N,1,,,,N,N,,1,Christianity
gcf,"Guadeloupean Creole French",L,5,4,N,3,,,Yes,Y,Y,,1,Christianity
guh,Guahibo,L,3,5,N,4,,1982-2011,1960-1968,N,Y,1055,1,Christianity
gvj,Guaja,L,1,4,N,2,,,,N,Y,,4,"Ethnic Religions"
gub,Guajajara,L,1,5,N,5,2007,1985,1930-1934,Y,Y,613,1,Christianity
gum,Guambiano,L,1,5,N,4,,2000-2010,1982-2011,N,Y,1037,1,Christianity
gqn,Guana,N,,,N,0,,,,N,N,,,
gva,Guana,N,1,3,N,0,,,,N,N,,1,Christianity
gvc,Guanano,L,2,5,N,4,,1982-2008,1968,N,Y,1056,1,Christianity
nhd,"Guarani, Ava",L,3,4,N,5,2006,Yes,1991,N,Y,805,1,Christianity
gui,"Guarani, Eastern Bolivian",L,4,5,N,5,2001,1974,1931-1994,Y,Y,972,1,Christianity
gun,"Guarani, Mbya",L,3,4,N,5,2004,1987,1971-1976,Y,Y,1066,1,Christianity
gug,"Guarani, Paraguayan",L,5,4,N,5,1997,1913-1977,1905-1994,Y,Y,gug,1,Christianity
gnw,"Guarani, Western Bolivian",L,1,5,N,4,,1984-2012,1985,Y,Y,606,1,Christianity
gyr,Guarayu,L,1,5,N,4,,1985-2011,1964,N,Y,609,1,Christianity
gae,Guarequena,N,2,5,N,0,,,,N,Y,,1,Christianity
gsm,"Guatemalan Sign Language",L,1,,N,2,,,,N,N,,1,Christianity
gta,Guato,N,,,N,0,,,,N,N,,,
guo,Guayabero,L,1,4,N,4,,2009,1961-1997,N,Y,499,1,Christianity
gde,Gude,L,2,4,N,4,,1999,1974-1995,N,Y,gde,6,Islam
gdu,Gudu,L,1,1,Y,1,,,,N,Y,,6,Islam
gdf,Guduf-Gava,L,2,2,N,3,,,1966,Y,Y,,6,Islam
gie,Guebie,L,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
gdc,"Gugu Badhun",N,,,N,0,,,,N,N,,,
ghs,Guhu-Samane,L,1,5,N,4,,1975-1983,1966-2000,N,Y,953,1,Christianity
gcr,"Guianese Creole French",L,2,4,N,1,,,,N,Y,,1,Christianity
gus,"Guinean Sign Language",L,1,,N,1,,,,N,N,,6,Islam
gqi,Guiqiong,L,1,1,Y,1,,,,N,N,,2,Buddhism
guj,Gujarati,L,682,1,Y,5,1823-2005,1820-1985,1809-1965,Y,Y,guj,5,Hinduism
gju,Gujari,L,37,1,Y,3,,,Yes,N,Y,,6,Islam
glu,Gula,L,1,4,N,2,,,,N,N,,6,Islam
kcm,Gula,L,2,5,N,3,,,1978-1980,N,Y,,6,Islam
glj,"Gula Iro",L,1,5,N,2,,,,N,Y,,1,Christianity
gmb,Gula'alaa,L,1,5,N,2,,,,N,Y,,1,Christianity
gvl,Gulay,L,1,4,N,4,,2004,1956,N,N,815,1,Christianity
gly,Gule,N,,,N,0,,,,N,N,,,
gmu,Gumalu,L,1,5,N,1,,,,N,N,,1,Christianity
gnn,Gumatj,L,1,4,N,4,,1985,1977-1979,N,Y,,4,"Ethnic Religions"
gvs,Gumawana,L,1,5,N,4,,2019,1992-1999,N,Y,,1,Christianity
guk,Gumuz,L,3,5,N,4,,2003,Yes,Y,Y,,4,"Ethnic Religions"
guw,Gun,L,5,4,N,5,1923-1972,1892-1919,1886-1910,Y,Y,,1,Christianity
gdi,Gundi,L,2,5,N,1,,,,N,N,,4,"Ethnic Religions"
rub,Gungu,L,1,4,N,4,,2017,1998-2009,Y,N,rub,1,Christianity
gnt,Guntai,L,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
gup,Gunwinggu,L,3,5,N,4,,2018,1942-1993,N,Y,,1,Christianity
gpa,Gupa-Abawa,L,1,1,Y,1,,,,N,Y,,6,Islam
guf,Gupapuyngu,L,1,5,N,3,,,1967,N,Y,,1,Christianity
hac,Gurani,L,2,1,Y,3,,,Yes,Y,Y,,6,Islam
gdj,Gurdjar,N,,,N,2,,,,N,N,,,
gnr,"Gureng Gureng",N,,,N,0,,,,N,N,,,
ggg,Gurgula,L,20,1,Y,1,,,,N,Y,,6,Islam
grx,Guriaso,L,1,5,N,2,,,,N,Y,,1,Christianity
gjr,"Gurindji Kriol",L,1,4,N,1,,,,N,N,,1,Christianity
gue,Gurinji,L,1,5,N,3,,,1981-1986,N,Y,,4,"Ethnic Religions"
gvm,Gurmana,N,1,4,N,0,,,,N,N,,4,"Ethnic Religions"
goa,Guro,L,1,4,N,5,1979,1956-1968,1951-1961,Y,Y,,4,"Ethnic Religions"
gge,Gurr-goni,L,1,4,N,1,,,,N,N,,4,"Ethnic Religions"
gvr,Gurung,L,3,2,N,4,,1982,1972-2010,Y,Y,,2,Buddhism
grd,Guruntum-Mbaaru,N,1,1,Y,0,,,,N,Y,,6,Islam
gsl,Gusilay,L,1,1,Y,2,,,,N,N,,6,Islam
kky,"Guugu Yimidhirr",L,1,4,N,3,,,1940,N,Y,,4,"Ethnic Religions"
gka,Guya,L,1,5,N,1,,,,N,N,,1,Christianity
gyn,"Guyanese Creole English",L,7,5,N,3,,,Yes,Y,N,,1,Christianity
ngs,Gvoko,L,2,2,N,1,,,,N,Y,,4,"Ethnic Religions"
gwb,Gwa,L,1,1,Y,1,,,,N,N,,4,"Ethnic Religions"
dah,Gwahatike,L,1,5,N,4,,1999,1992,N,N,939,1,Christianity
jgk,Gwak,L,1,4,N,3,,,1940–2012,Y,Y,,6,Islam
kmq,Gwama,L,1,1,Y,3,,,2014,N,Y,,6,Islam
bga,Gwamhi-Wuri,N,,,N,0,,,,N,Y,,,
gwn,Gwandara,L,1,1,Y,2,,,,N,Y,,4,"Ethnic Religions"
grw,Gweda,N,,,N,0,,,,N,N,,,
gwe,Gweno,N,1,5,N,0,,,,N,N,,1,Christianity
gwr,Gwere,L,1,5,N,4,,2017,2005-2010,Y,Y,,1,Christianity
gwj,Gwi,L,1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
gwi,Gwich'in,L,2,4,N,5,1898,1886-2010,1873-1986,N,Y,600,1,Christianity
gyo,Gyalsumdo,L,,,N,0,,,,N,N,,,
gyi,Gyele,L,1,4,N,3,,,1969-1987,N,N,,4,"Ethnic Religions"
gye,Gyem,N,,,N,0,,,,N,Y,,,
kdm,Gyong,L,1,5,N,1,,,,N,Y,,1,Christianity
haq,Ha,L,1,4,N,3,,,1960-1962,N,Y,,1,Christianity
hbu,Habun,L,1,4,N,1,,,,N,N,,1,Christianity
hdy,Hadiyya,L,1,5,N,4,,1992,1935,Y,Y,,1,Christianity
hts,Hadza,L,1,1,Y,2,,,,N,Y,,4,"Ethnic Religions"
aek,Haeke,N,,,N,0,,,,N,N,,,
hah,Hahon,L,1,5,N,1,,,,N,Y,,1,Christianity
hdn,"Haida, Northern",N,,,N,3,,,1891-1899,N,Y,,,
hax,"Haida, Southern",N,,,N,0,,,,N,N,,,
hgw,Haigwai,L,1,5,N,1,,,,N,Y,,1,Christianity
hgm,Haiom,L,3,4,N,2,,,,N,Y,,4,"Ethnic Religions"
haf,"Haiphong Sign Language",L,,,N,0,,,,N,N,,,
has,Haisla,L,1,4,N,0,,,,N,Y,,1,Christianity
hat,"Haitian Creole",L,13,5,N,5,1985,1951-1999,1927-1996,Y,Y,hat,1,Christianity
hvc,"Haitian Vodoun Culture Language",N,,,N,0,,,,N,N,,,
hji,Haji,L,1,1,Y,1,,,,N,N,,6,Islam
haj,Hajong,L,4,1,Y,3,,,Yes,Y,Y,,5,Hinduism
hao,Hako,L,1,5,N,1,,,,N,N,,1,Christianity
hal,Halang,L,2,4,N,4,,1972,1970-1972,N,Y,,4,"Ethnic Religions"
hld,"Halang Doan",L,2,4,N,1,,,,N,Y,,4,"Ethnic Religions"
hlb,Halbi,L,78,1,Y,4,,2017,1989-1998,Y,Y,,5,Hinduism
hla,Halia,L,1,5,N,4,,1978,1970-1976,Y,Y,955,1,Christianity
hur,Halkomelem,N,2,4,N,0,,,,N,Y,,1,Christianity
hmu,Hamap,L,1,4,N,1,,,,N,N,,1,Christianity
hba,Hamba,L,1,4,N,1,,,,N,N,,1,Christianity
amf,Hamer-Banna,L,2,1,Y,4,,2014,Yes,Y,Y,,4,"Ethnic Religions"
hmt,Hamtai,L,1,5,N,4,,1974,1963,N,Y,,1,Christianity
haa,Han,N,,,N,0,,,,N,Y,,,
hag,Hanga,L,1,4,N,4,,1983,1982,Y,Y,hag,4,"Ethnic Religions"
wos,"Hanga Hundi",L,1,5,N,4,,1997,Yes,N,N,,1,Christianity
han,Hangaza,L,1,5,N,3,,,1938,N,N,,1,Christianity
hni,Hani,L,8,1,Y,3,,,Yes,Y,Y,,4,"Ethnic Religions"
lml,Hano,L,1,5,N,4,,1930,1908-1989,Y,Y,,1,Christianity
hab,"Hanoi Sign Language",L,1,,N,0,,,,N,N,,2,Buddhism
hnn,Hanunoo,L,1,1,Y,4,,1985,1963-1981,N,Y,,4,"Ethnic Religions"
har,Harari,L,1,1,Y,3,,,Yes,N,Y,,6,Islam
hro,Haroi,L,1,1,Y,3,,,1971-1983,N,Y,,4,"Ethnic Religions"
hoj,Haroti,L,149,1,Y,4,,1822,Yes,Y,Y,,5,Hinduism
hss,Harsusi,L,,,N,0,,,,N,N,,,
tmd,Haruai,L,1,5,N,4,,2010,Yes,N,Y,tmd,4,"Ethnic Religions"
hrk,Haruku,N,1,1,Y,0,,,,N,N,,6,Islam
bgc,Haryanvi,L,280,1,Y,4,,2017,2001,Y,Y,,5,Hinduism
hrz,Harzani,L,1,1,Y,0,,,,N,N,,6,Islam
ybj,Hasha,L,1,4,N,1,,,,N,Y,,4,"Ethnic Religions"
mey,Hassaniyya,L,26,1,Y,3,,,Yes,Y,Y,,6,Islam
had,Hatam,L,1,4,N,5,1999,1993,1982-1998,N,Y,,1,Christianity
hau,Hausa,L,30,1,Y,5,1932-2004,1880-1965,1857-1988,Y,Y,71,6,Islam
hsl,"Hausa Sign Language",L,,,N,1,,,,N,N,,,
yuf,Havasupai-Walapai-Yavapai,L,1,5,N,3,,,1980,N,Y,,1,Christianity
hvk,Haveke,L,1,5,N,0,,,,N,N,,1,Christianity
hav,Havu,L,1,5,N,2,,,,N,Y,,1,Christianity
hwc,"Hawai'i Pidgin",L,1,4,N,4,,2000,1997,Y,N,76,1,Christianity
hps,"Hawaii Sign Language",N,,,N,0,,,,N,N,,,
haw,Hawaiian,L,,,N,5,1868-2012,1832-1836,1828-1976,Y,Y,,,
hvn,Hawu,L,1,2,N,4,,2000,1976-1997,Y,Y,,4,"Ethnic Religions"
hay,Haya,L,2,5,N,5,2002,1930-1968,1920-1986,Y,Y,,1,Christianity
haz,Hazaragi,L,6,1,Y,3,,,2015,Y,Y,,6,Islam
xed,Hdi,L,2,5,N,4,,2013,2004-2005,Y,Y,1149,6,Islam
heb,Hebrew,L,9,1,Y,5,1599-1877,1877-1986,1477-2010,Y,Y,380,4,"Ethnic Religions"
hbo,"Hebrew, Ancient",N,,,N,5,1835-1997,"c. 2- B.C",Yes,N,N,904,,
heh,Hehe,L,1,5,N,4,,2009,2000-2009,Y,Y,heh,1,Christianity
hbn,Heiban,L,1,4,N,4,,1966,1931-1955,Y,Y,,1,Christianity
hei,Heiltsuk,L,1,5,N,0,,,,N,Y,,1,Christianity
heg,Helong,L,1,4,N,4,,2011,2002-2004,N,Y,1045,1,Christianity
nix,Hema,L,1,5,N,3,,,Yes,Y,Y,,1,Christianity
hem,Hemba,L,1,5,N,3,,,Yes,Y,N,,1,Christianity
hed,Herde,L,1,5,N,4,,1980,Yes,N,Y,,1,Christianity
her,Herero,L,3,4,N,5,1987,1878-1912,1875-1912,Y,Y,,1,Christianity
llf,Hermit,N,,,N,0,,,,N,N,,,
hrt,Hertevin,N,1,3,N,0,,,,N,N,,1,Christianity
ham,Hewa,L,1,5,N,3,,,1985,N,N,,1,Christianity
auk,Heyo,L,1,5,N,1,,,,N,Y,,1,Christianity
hid,Hidatsa,L,1,3,N,3,,,Yes,N,Y,,1,Christianity
mba,Higaonon,L,1,4,N,4,,2009,1987,N,N,,4,"Ethnic Religions"
hij,Hijuk,L,1,3,N,1,,,,N,N,,1,Christianity
hil,Hiligaynon,L,1,5,N,5,1912-2002,1903-1995,1900-1953,Y,Y,10,1,Christianity
